"country","type","title","release_year","listed_in","description"
"United States","TV Show","Calico Critters",2018,"Kids' TV","The adorable residents of Sylvanian Village always have lots of fun with their friends and families!"
"United States","Movie","Penguins of Madagascar: The Movie",2014,"Children & Family Movies","Elite penguin spies Skipper, Kowalski, Rico and Private join forces with the suave agents of the North Wind to defeat power-mad genius Octavius Brine."
"United States","Movie","Penguins of Madagascar: The Movie",2014,"Comedies","Elite penguin spies Skipper, Kowalski, Rico and Private join forces with the suave agents of the North Wind to defeat power-mad genius Octavius Brine."
"United States","Movie","The Mars Generation",2017,"Children & Family Movies","Self-professed teenage ""space nerds"" at Space Camp chase their dreams of traveling to Mars, while experts reflect on NASA's history and future."
"United States","Movie","The Mars Generation",2017,"Documentaries","Self-professed teenage ""space nerds"" at Space Camp chase their dreams of traveling to Mars, while experts reflect on NASA's history and future."
"United States","Movie","Kickboxer: Retaliation",2017,"Action & Adventure","Sloan's vow to never return to Thailand is cut short when he's kidnapped and taken to a Thai prison, where he's forced to fight a 400-pound brute."
"United States","Movie","Free Rein: Valentine's Day",2019,"Children & Family Movies","Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!"
"United States","Movie","Free Rein: Valentine's Day",2019,"Dramas","Love is in the air as Zoe and friends go on a quest to find a fabled Maid's Stone. But when rivalry blinds them to danger, it's Raven to the rescue!"
"United States","Movie","Peppermint",2018,"Action & Adventure","After her family is murdered, a mild-mannered mom remakes herself into a badass vigilante in order to exact violent justice."
"United States","Movie","The Debt Collector 2",2020,"Action & Adventure","French and Sue have two days to collect on three debts, using as much force as it takes – all while evading the wrath of a crime lord out for revenge."
"United States","Movie","The Matrix",1999,"Action & Adventure","A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free."
"United States","Movie","The Matrix",1999,"Sci-Fi & Fantasy","A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free."
"United States","Movie","Hasan Minhaj: Homecoming King",2017,"Stand-Up Comedy","Comic Hasan Minhaj of ""The Daily Show"" shares personal stories about racism, immigrant parents, prom night horrors and more in this stand-up special."
"United States","Movie","Freeway: Crack in the System",2015,"Documentaries","Take in the true account of drug kingpin ""Freeway"" Rick Ross's empire and how the CIA helped him fuel America's  devastating crack cocaine epidemic."
"United States","TV Show","Rhythm + Flow",2019,"Reality TV","In this music competition show, judges Tip “T.I.” Harris, Cardi B and Chance the Rapper hit the streets to find the next rap superstar."
"United States","Movie","Louis C.K.: Hilarious",2010,"Movies","Emmy-winning comedy writer Louis C.K. brings his caustic wit to Milwaukee, offering up his unique and uncensored take on sex, parenting and more."
"United States","Movie","Louis C.K.: Live at the Comedy Store",2015,"Movies","The comic puts his trademark hilarious/thought-provoking spin on finding a bat in his kitchen, seeing rats having sex, Boston accents and dead pets."
"United States","Movie","Kill Bill: Vol. 1",2003,"Action & Adventure","An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance."
"United States","Movie","Freshman Year",2019,"Dramas","A devout preacher's son leaves his protective home to begin college and meets a self-reliant student who will test his faith and his heart."
"United States","Movie","Freshman Year",2019,"Faith & Spirituality","A devout preacher's son leaves his protective home to begin college and meets a self-reliant student who will test his faith and his heart."
"United States","TV Show","Nightflyers",2018,"TV Horror","With humankind's future at stake, a group of scientists and a powerful telepath venture into the void aboard a spaceship full of secrets."
"United States","TV Show","Nightflyers",2018,"TV Mysteries","With humankind's future at stake, a group of scientists and a powerful telepath venture into the void aboard a spaceship full of secrets."
"United States","TV Show","Nightflyers",2018,"TV Sci-Fi & Fantasy","With humankind's future at stake, a group of scientists and a powerful telepath venture into the void aboard a spaceship full of secrets."
"United States","Movie","Susanne Bartsch: On Top",2017,"Documentaries","Beyond her larger-than-life persona, this documentary reveals the woman behind the famed event planner, and her legacy as a cultural icon and activist."
"United States","Movie","Susanne Bartsch: On Top",2017,"LGBTQ Movies","Beyond her larger-than-life persona, this documentary reveals the woman behind the famed event planner, and her legacy as a cultural icon and activist."
"United States","Movie","The Men Who Stare at Goats",2009,"Comedies","A journalist latches onto an unbelievable story in Iraq when he meets Lyn, a man of mysterious origins who reveals he was a ""warrior monk."""
"United States","TV Show","Haunted",2019,"Reality TV","Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments."
"United States","TV Show","Haunted",2019,"TV Horror","Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments."
"United States","TV Show","Haunted",2019,"TV Thrillers","Real people sit down with friends and family to share terrifying true stories from their past, re-created through chilling re-enactments."
"United States","Movie","The Wrong Missy",2020,"Comedies","Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date."
"United States","Movie","The Wrong Missy",2020,"Romantic Movies","Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date."
"United States","TV Show","Shine On with Reese",2018,"Docuseries","In a talk show straight from the heart, actor and producer Reese Witherspoon visits with groundbreaking women to discuss their inspiring journeys."
"United States","TV Show","Shine On with Reese",2018,"Stand-Up Comedy & Talk Shows","In a talk show straight from the heart, actor and producer Reese Witherspoon visits with groundbreaking women to discuss their inspiring journeys."
"United States","Movie","Kill the Messenger",2014,"Dramas","In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation."
"United States","Movie","Kill the Messenger",2014,"Thrillers","In the 1980s, a crusading journalist uncovers secret CIA funding for Nicaraguan rebels, but the powers that be silence his investigation."
"United States","Movie","The Young Messiah",2016,"Dramas","Tormented by a demon and on the run from a Roman centurion, a 7-year-old Jesus and his parents, Mary and Joseph, flee Egypt for Nazareth."
"United States","Movie","The Young Messiah",2016,"Faith & Spirituality","Tormented by a demon and on the run from a Roman centurion, a 7-year-old Jesus and his parents, Mary and Joseph, flee Egypt for Nazareth."
"United States","Movie","Killer Cove",2019,"Thrillers","An unlucky woman finds a solution for her hateful ex, a trying job hunt and a stalker through a charming P.I. – only to endure a new set of problems."
"United States","Movie","The Dirt",2019,"Comedies","In this unflinching biopic based on Mötley Crüe's best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom."
"United States","Movie","The Dirt",2019,"Dramas","In this unflinching biopic based on Mötley Crüe's best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom."
"United States","Movie","The Dirt",2019,"Music & Musicals","In this unflinching biopic based on Mötley Crüe's best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom."
"United States","Movie","Killer Klowns from Outer Space",1988,"Comedies","An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later."
"United States","Movie","Killer Klowns from Outer Space",1988,"Cult Movies","An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later."
"United States","Movie","Killer Klowns from Outer Space",1988,"Horror Movies","An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later."
"United States","Movie","Rim of the World",2019,"Action & Adventure","Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
"United States","Movie","Rim of the World",2019,"Independent Movies","Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
"United States","Movie","Rim of the World",2019,"Sci-Fi & Fantasy","Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world."
"United States","Movie","Shopkins: Chef Club",2016,"Movies","In this first full Shopkins movie, Peppa-Mint is the new Shoppie in town who stirs things up by hosting a team cooking competition."
"United States","TV Show","The Mind, Explained",2019,"Docuseries","Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series."
"United States","TV Show","The Mind, Explained",2019,"Science & Nature TV","Ever wonder what's happening inside your head? From dreaming to anxiety disorders, discover how your brain works with this illuminating series."
"United States","Movie","Swiped",2018,"Comedies","When two college roommates develop a groundbreaking hookup app, casual affairs – and complications – soon run rampant on campus."
"United States","Movie","The Minimalists: Less Is Now",2021,"Documentaries","They've built a movement out of minimalism. Longtime friends Joshua Fields Millburn and Ryan Nicodemus share how our lives can be better with less."
"United States","Movie","Wish I Was Here",2014,"Comedies","With his acting career moribund, Aidan Bloom steers a new tack in life, taking over his children's education when private school becomes too costly."
"United States","Movie","Wish I Was Here",2014,"Dramas","With his acting career moribund, Aidan Bloom steers a new tack in life, taking over his children's education when private school becomes too costly."
"United States","Movie","Wish I Was Here",2014,"Independent Movies","With his acting career moribund, Aidan Bloom steers a new tack in life, taking over his children's education when private school becomes too costly."
"United States","Movie","Girl on the Third Floor",2019,"Horror Movies","A husband with a bad track record tries to start anew by renovating a rundown Victorian for his family, only to find he's tackled a house out of hell."
"United States","Movie","Some Freaks",2017,"Dramas","A one-eyed boy and plus-sized girl form a deep connection. But following a brief separation, they reunite as different people."
"United States","Movie","Some Freaks",2017,"Romantic Movies","A one-eyed boy and plus-sized girl form a deep connection. But following a brief separation, they reunite as different people."
"United States","Movie","There Will Be Blood",2007,"Dramas","An ambitious prospector strikes it rich and turns a simple village into a boomtown, stoking the ire of a charismatic young preacher."
"United States","Movie","There Will Be Blood",2007,"Independent Movies","An ambitious prospector strikes it rich and turns a simple village into a boomtown, stoking the ire of a charismatic young preacher."
"United States","Movie","Mirror Mirror",2012,"Children & Family Movies","This remake of the classic Grimm tale follows fair-skinned Snow White on a quest to regain her royal throne with help from a team of shady dwarves."
"United States","Movie","Mirror Mirror",2012,"Comedies","This remake of the classic Grimm tale follows fair-skinned Snow White on a quest to regain her royal throne with help from a team of shady dwarves."
"United States","TV Show","No Good Nick",2019,"Kids' TV","A family finds their lives turned upside down when a teenage con artist shows up on their doorstep, claiming she's a distant relative."
"United States","TV Show","No Good Nick",2019,"TV Comedies","A family finds their lives turned upside down when a teenage con artist shows up on their doorstep, claiming she's a distant relative."
"United States","TV Show","No Good Nick",2019,"TV Dramas","A family finds their lives turned upside down when a teenage con artist shows up on their doorstep, claiming she's a distant relative."
"United States","TV Show","Girlfriends",2007,"TV Comedies","Four close friends in Los Angeles challenge and support each other through life's triumphs and disasters. Sophisticated, relatable and always funny."
"United States","TV Show","Towies",2016,"International TV Shows","Australia's toughest tow truck operators work to keep Queensland's streets clear of overturned semis and other automotive disasters."
"United States","TV Show","Towies",2016,"Reality TV","Australia's toughest tow truck operators work to keep Queensland's streets clear of overturned semis and other automotive disasters."
"United States","Movie","Daddy Issues",2019,"Dramas","Maya finally hooks up with her online dream girl, only to discover she’s deeply involved with an older sugar daddy – a man Maya knows all too well."
"United States","Movie","Daddy Issues",2019,"Independent Movies","Maya finally hooks up with her online dream girl, only to discover she’s deeply involved with an older sugar daddy – a man Maya knows all too well."
"United States","Movie","Daddy Issues",2019,"LGBTQ Movies","Maya finally hooks up with her online dream girl, only to discover she’s deeply involved with an older sugar daddy – a man Maya knows all too well."
"United States","Movie","No Reservations",2007,"Comedies","Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian."
"United States","Movie","No Reservations",2007,"Romantic Movies","Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian."
"United States","Movie","Full Out 2: You Got This!",2020,"Children & Family Movies","With a championship on the line, Chayse and her gymnastics team look to a local break-dancer for all the right moves to rise above their competition."
"United States","Movie","Full Out 2: You Got This!",2020,"Dramas","With a championship on the line, Chayse and her gymnastics team look to a local break-dancer for all the right moves to rise above their competition."
"United States","Movie","Full Out 2: You Got This!",2020,"Sports Movies","With a championship on the line, Chayse and her gymnastics team look to a local break-dancer for all the right moves to rise above their competition."
"United States","TV Show","Kingdoms of the Sky",2018,"British TV Shows","Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world."
"United States","TV Show","Kingdoms of the Sky",2018,"Docuseries","Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world."
"United States","TV Show","Kingdoms of the Sky",2018,"Science & Nature TV","Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world."
"United States","Movie","Pineapple Express",2008,"Action & Adventure","After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them."
"United States","Movie","Pineapple Express",2008,"Comedies","After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them."
"United States","Movie","Heartbreakers",2001,"Comedies","In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it."
"United States","Movie","Heartbreakers",2001,"Romantic Movies","In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it."
"United States","Movie","Fun Mom Dinner",2017,"Comedies","Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy."
"United States","Movie","Fun Mom Dinner",2017,"International Movies","Four preschool moms with little in common need a night out to take a break from their kids. But one thing leads to another, and things get rowdy."
"United States","Movie","Nobody Speak: Trials of the Free Press",2017,"Documentaries","Hulk Hogan's court case against Gawker Media sheds light on wealthy, powerful figures who challenge freedom of the press in order to silence critics."
"United States","Movie","50 First Dates",2004,"Comedies","After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
"United States","Movie","50 First Dates",2004,"Romantic Movies","After falling for a pretty art teacher who has no short-term memory, a marine veterinarian has to win her over again every single day."
"United States","Movie","Thomas & Friends: Marvelous Machinery: A New Arrival",2020,"Children & Family Movies","With a technology fair in Sodor, Thomas and the Steam Team tackle a flurry of tasks — but can they complete their deliveries before the grand opening?"
"United States","Movie","Thomas & Friends: Marvelous Machinery: World of Tomorrow",2020,"Children & Family Movies","Amid special demonstrations in Sodor, Thomas and the gang worry they'll be replaced by new inventions until a mission shows how useful they really are."
"United States","Movie","Take the 10",2017,"Comedies","Two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives."
"United States","TV Show","The Mr. Peabody and Sherman Show",2017,"Kids' TV","Mr. Peabody and Sherman host a zany late-night comedy show from a swanky penthouse, with time-traveling historical figures and a live audience."
"United States","TV Show","The Mr. Peabody and Sherman Show",2017,"TV Comedies","Mr. Peabody and Sherman host a zany late-night comedy show from a swanky penthouse, with time-traveling historical figures and a live audience."
"United States","Movie","Norm of the North: Family Vacation",2020,"Children & Family Movies","Stressed by his duties as king and father, Norm must secretly find his stolen crown while taking his family on a much-needed vacation."
"United States","Movie","Sierra Burgess Is A Loser",2018,"Comedies","A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader."
"United States","Movie","Sierra Burgess Is A Loser",2018,"Romantic Movies","A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader."
"United States","Movie","Takers",2010,"Action & Adventure","A motley crew of bank robbers plans their next heist after a former colleague convinces them to target an armored car carrying $20 million."
"United States","Movie","The End of the Tour",2015,"Dramas","""Rolling Stone"" reporter David Lipsky shadows famed writer David Foster Wallace in this fictionalized account of their revealing five-day encounter."
"United States","Movie","The End of the Tour",2015,"Independent Movies","""Rolling Stone"" reporter David Lipsky shadows famed writer David Foster Wallace in this fictionalized account of their revealing five-day encounter."
"United States","Movie","Norm of the North: King Sized Adventure",2019,"Children & Family Movies","Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first."
"United States","Movie","Norm of the North: King Sized Adventure",2019,"Comedies","Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first."
"United States","Movie","Vir Das: Abroad Understanding",2017,"Stand-Up Comedy","Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi."
"United States","Movie","The Negro Soldier",1944,"Classic Movies","This documentary urged African Americans to enlist and join in the effort to be part of America's continuing fight in World War II."
"United States","Movie","The Negro Soldier",1944,"Documentaries","This documentary urged African Americans to enlist and join in the effort to be part of America's continuing fight in World War II."
"United States","Movie","Not Alone",2017,"Documentaries","An 18-year-old struggling to understand her best friend's suicide talks to teenagers who have grappled with mental illness and suicidal thoughts."
"United States","TV Show","Hello Ninja",2020,"Kids' TV","BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day."
"United States","TV Show","Silvana Sin Lana",2016,"Romantic TV Shows","When her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class."
"United States","TV Show","Silvana Sin Lana",2016,"Spanish-Language TV Shows","When her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class."
"United States","TV Show","Silvana Sin Lana",2016,"TV Comedies","When her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class."
"United States","Movie","Playing for Keeps",2012,"Comedies","A washed-up, former soccer star attempts to rebuild his relationship with his son and ex-wife by coaching his son's soccer team."
"United States","Movie","Playing for Keeps",2012,"Romantic Movies","A washed-up, former soccer star attempts to rebuild his relationship with his son and ex-wife by coaching his son's soccer team."
"United States","Movie","Playing for Keeps",2012,"Sports Movies","A washed-up, former soccer star attempts to rebuild his relationship with his son and ex-wife by coaching his son's soccer team."
"United States","Movie","Know Your Enemy - Japan",1945,"Classic Movies","Though culturally insensitive by modern standards, this propaganda film examines the history of Japan from the 16th century through the 1930s."
"United States","Movie","Know Your Enemy - Japan",1945,"Documentaries","Though culturally insensitive by modern standards, this propaganda film examines the history of Japan from the 16th century through the 1930s."
"United States","Movie","The Eyes of My Mother",2016,"Horror Movies","At the remote farmhouse where she once witnessed a traumatic childhood event, a young woman develops a grisly fascination with violence."
"United States","Movie","The Eyes of My Mother",2016,"Independent Movies","At the remote farmhouse where she once witnessed a traumatic childhood event, a young woman develops a grisly fascination with violence."
"United States","Movie","Virunga: Gorillas in Peril",2015,"Documentaries","The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary."
"United States","Movie","Simon Killer",2012,"Dramas","Young and heartbroken, a New Yorker travels to Paris to escape his romantic woes but is soon drawn into another all-consuming attraction."
"United States","Movie","Simon Killer",2012,"Independent Movies","Young and heartbroken, a New Yorker travels to Paris to escape his romantic woes but is soon drawn into another all-consuming attraction."
"United States","Movie","Simon Killer",2012,"Thrillers","Young and heartbroken, a New Yorker travels to Paris to escape his romantic woes but is soon drawn into another all-consuming attraction."
"United States","Movie","NOVA: Building Chernobyl's MegaTomb",2017,"Documentaries","Thirty years after Chernobyl’s nuclear disaster, engineers race against time to complete a new dome to contain the reactor’s lethal radiation."
"United States","Movie","Thunderbolt",1947,"Classic Movies","A P-47 Thunderbolt squadron is shown in preparation, at play and in bombing raids aiming to halt Nazi supply lines and aid Allied ground troops."
"United States","Movie","Thunderbolt",1947,"Documentaries","A P-47 Thunderbolt squadron is shown in preparation, at play and in bombing raids aiming to halt Nazi supply lines and aid Allied ground troops."
"United States","TV Show","Tidying Up with Marie Kondo",2019,"Reality TV","In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter – and choose joy."
"United States","Movie","The Feels",2018,"Comedies","During their bachelorette weekend, a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm."
"United States","Movie","The Feels",2018,"Independent Movies","During their bachelorette weekend, a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm."
"United States","Movie","The Feels",2018,"LGBTQ Movies","During their bachelorette weekend, a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm."
"United States","TV Show","Sinatra: All or Nothing at All",2015,"Docuseries","Legendary crooner Frank Sinatra's life and talent are captured in this documentary series featuring fond memories from friends, family and colleagues."
"United States","Movie","NOVA: Eclipse Over America",2017,"Documentaries","Scientists reveal how the 2017 solar eclipse provided new clues into how the sun works, from its scorching atmosphere to its deadly solar storms."
"United States","Movie","The Nutcracker and the Four Realms",2018,"Children & Family Movies","When her late mother gifts her a key, Clara embarks on a dreamlike journey full of fantasy and conflict in this retelling of the holiday classic."
"United States","Movie","NOVA: First Face of America",2018,"Documentaries","During risky expeditions in an underwater cave, scientists unearth a 13,000-year-old skeleton to gain insight into the earliest known humans in America."
"United States","Movie","NOVA: Holocaust Escape Tunnel",2017,"Documentaries","At a former Nazi execution site in Lithuania, an international team of archaeologists searches for a lost escape tunnel dug by Jewish prisoners."
"United States","TV Show","Kong: King of the Apes",2018,"Kids' TV","In 2050, an evil scientist is about to unleash an army of robotic dinosaurs. Now it's up to Kong and friends to fight back and save the day."
"United States","TV Show","The Office (U.S.)",2012,"TV Comedies","This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company."
"United States","TV Show","Tiger King: Murder, Mayhem and Madness",2020,"Crime TV Shows","A zoo owner spirals out of control amid a cast of eccentric characters in this true murder-for-hire story from the underworld of big cat breeding."
"United States","TV Show","Tiger King: Murder, Mayhem and Madness",2020,"Docuseries","A zoo owner spirals out of control amid a cast of eccentric characters in this true murder-for-hire story from the underworld of big cat breeding."
"United States","Movie","The Runaways",2010,"Dramas","This biopic charts the rise of the rebellious California girls who formed the 1970s rock group the Runaways, paving the way for future girl musicians."
"United States","Movie","The Runaways",2010,"Independent Movies","This biopic charts the rise of the rebellious California girls who formed the 1970s rock group the Runaways, paving the way for future girl musicians."
"United States","Movie","The Runaways",2010,"Music & Musicals","This biopic charts the rise of the rebellious California girls who formed the 1970s rock group the Runaways, paving the way for future girl musicians."
"United States","Movie","Marauders",2016,"Action & Adventure","A series of high-stakes thefts at banks owned by a manipulative millionaire sparks an FBI agent to suspect a sinister plan behind the deadly heists."
"United States","Movie","The One I Love",2014,"Comedies","Confronted with the potential end of their marriage, Ethan and Sophie take off for a weekend together, hoping to negotiate their future."
"United States","Movie","The One I Love",2014,"Dramas","Confronted with the potential end of their marriage, Ethan and Sophie take off for a weekend together, hoping to negotiate their future."
"United States","Movie","The One I Love",2014,"Independent Movies","Confronted with the potential end of their marriage, Ethan and Sophie take off for a weekend together, hoping to negotiate their future."
"United States","Movie","Tremors",1990,"Comedies","After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground."
"United States","Movie","Tremors",1990,"Cult Movies","After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground."
"United States","Movie","Tremors",1990,"Horror Movies","After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground."
"United States","TV Show","The Flash",2019,"Crime TV Shows","A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp."
"United States","TV Show","The Flash",2019,"TV Action & Adventure","A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp."
"United States","TV Show","The Flash",2019,"TV Sci-Fi & Fantasy","A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp."
"United States","TV Show","The Order",2020,"International TV Shows","Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic."
"United States","TV Show","The Order",2020,"TV Dramas","Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic."
"United States","TV Show","The Order",2020,"TV Horror","Out to avenge his mother's death, a college student pledges a secret order and lands in a war between werewolves and practitioners of dark magic."
"United States","Movie","Taylor Tomlinson: Quarter-Life Crisis",2020,"Stand-Up Comedy","She's halfway through her 20s — and she's over it. Too old to party, too young to settle down, comedian Taylor Tomlinson takes aim at her life choices."
"United States","TV Show","The Originals",2018,"TV Dramas","The Mikaelsons move to New Orleans and form an alliance with local witches in an effort to rule the city once again in this ""Vampire Diaries"" spinoff."
"United States","TV Show","The Originals",2018,"TV Horror","The Mikaelsons move to New Orleans and form an alliance with local witches in an effort to rule the city once again in this ""Vampire Diaries"" spinoff."
"United States","TV Show","The Originals",2018,"TV Mysteries","The Mikaelsons move to New Orleans and form an alliance with local witches in an effort to rule the city once again in this ""Vampire Diaries"" spinoff."
"United States","Movie","Tayo the Little Bus Movie: Mission Ace",2016,"Children & Family Movies","After he loses his favorite racing car, Duri ventures to a mysterious, magical land filled with toys that have been thrown away."
"United States","Movie","Siren",2016,"Horror Movies","A groom-to-be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be."
"United States","Movie","The Other One: The Long Strange Trip of Bob Weir",2015,"Documentaries","This chronicle of Bob Weir highlights his brotherhood with Jerry Garcia and his success as a member of one of the world's most influential bands."
"United States","Movie","The Other One: The Long Strange Trip of Bob Weir",2015,"Music & Musicals","This chronicle of Bob Weir highlights his brotherhood with Jerry Garcia and his success as a member of one of the world's most influential bands."
"United States","Movie","Popeye",1980,"Action & Adventure","During a storm that wrecks his ship, super-strong sailor Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive."
"United States","Movie","Popeye",1980,"Children & Family Movies","During a storm that wrecks his ship, super-strong sailor Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive."
"United States","Movie","Popeye",1980,"Comedies","During a storm that wrecks his ship, super-strong sailor Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive."
"United States","TV Show","Popples",2016,"Kids' TV","The adorable Best Popple Pals love helping their friends and neighbors, but every time they do it seems to backfire in hilarious ways."
"United States","Movie","Tears of the Sun",2003,"Action & Adventure","A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."
"United States","Movie","Tears of the Sun",2003,"Dramas","A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care."
"United States","Movie","The Outcasts",2017,"Comedies","After failing to strike a truce with their school's queen bee, two misfit best friends lead a nerd uprising that turns social hierarchy on its head."
"United States","TV Show","When They See Us",2019,"Crime TV Shows","Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story."
"United States","TV Show","When They See Us",2019,"TV Dramas","Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park. Based on the true story."
"United States","Movie","The Forty-Year-Old Version",2020,"Comedies","Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper."
"United States","Movie","The Forty-Year-Old Version",2020,"Dramas","Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper."
"United States","Movie","The Forty-Year-Old Version",2020,"Independent Movies","Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper."
"United States","Movie","The Package",2018,"Comedies","After their buddy suffers an unfortunate accident during spring break, four pals risk everything – including their dignity – to make him whole again."
"United States","TV Show","Nurse Jackie",2015,"TV Comedies","A flawed but dedicated ER nurse works in a New York City hospital and relies on pain meds to get through exhausting days in this Emmy-winning show."
"United States","TV Show","Nurse Jackie",2015,"TV Dramas","A flawed but dedicated ER nurse works in a New York City hospital and relies on pain meds to get through exhausting days in this Emmy-winning show."
"United States","Movie","Tinker Bell and the Legend of the NeverBeast",2014,"Children & Family Movies","When suspicious scout fairies scheme to capture the fearsome-looking NeverBeast, Tinker Bell and Fawn set out to save the wondrous creature."
"United States","TV Show","Teenage Bounty Hunters",2020,"Crime TV Shows","Twin sisters Sterling and Blair balance teen life at an elite Southern high school with an unlikely new career as butt-kicking bounty hunters."
"United States","TV Show","Teenage Bounty Hunters",2020,"TV Comedies","Twin sisters Sterling and Blair balance teen life at an elite Southern high school with an unlikely new career as butt-kicking bounty hunters."
"United States","TV Show","Teenage Bounty Hunters",2020,"TV Dramas","Twin sisters Sterling and Blair balance teen life at an elite Southern high school with an unlikely new career as butt-kicking bounty hunters."
"United States","Movie","Gender Revolution: A Journey with Katie Couric",2017,"Documentaries","Katie Couric explores our evolving understanding of gender identity, speaking with transgender and intersex individuals about their experiences."
